,test,samp_size,md,wght,acc,recall,pre
86,0.1,50,185,0.45,0.8746838999719022,0.48104265402843605,0.4720930232558139
87,0.1,50,185,0.5,0.8828322562517561,0.4549763033175355,0.5065963060686016
88,0.1,150,10,0.0,0.1185726327620118,1.0,0.1185726327620118
89,0.1,150,10,0.05,0.46248946333239677,0.8720379146919431,0.16524472384373598
90,0.1,150,10,0.1,0.7712840685585839,0.7061611374407583,0.3016194331983806
91,0.1,150,10,0.15000000000000002,0.8477100309075583,0.6469194312796208,0.4099099099099099
92,0.1,150,10,0.2,0.8614779432424838,0.6303317535545023,0.44112769485903813
93,0.1,150,10,0.25,0.8640067434672661,0.5947867298578199,0.4450354609929078
94,0.1,150,10,0.30000000000000004,0.8656926102837876,0.5829383886255924,0.4489051094890511
95,0.1,150,10,0.35000000000000003,0.8729980331553807,0.54739336492891,0.4695121951219512
96,0.1,150,10,0.4,0.8738409665636415,0.518957345971564,0.47096774193548385
97,0.1,150,10,0.45,0.8878898567013206,0.43838862559241704,0.5331412103746398
98,0.1,150,10,0.5,0.887608878898567,0.42890995260663506,0.5323529411764706
99,0.1,150,35,0.0,0.1185726327620118,1.0,0.1185726327620118
100,0.1,150,35,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
101,0.1,150,35,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
102,0.1,150,35,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
103,0.1,150,35,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
104,0.1,150,35,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
105,0.1,150,35,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
106,0.1,150,35,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
107,0.1,150,35,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
108,0.1,150,35,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
109,0.1,150,35,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
110,0.1,150,60,0.0,0.1185726327620118,1.0,0.1185726327620118
111,0.1,150,60,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
112,0.1,150,60,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
113,0.1,150,60,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
114,0.1,150,60,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
115,0.1,150,60,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
116,0.1,150,60,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
117,0.1,150,60,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
118,0.1,150,60,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
119,0.1,150,60,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
120,0.1,150,60,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
121,0.1,150,85,0.0,0.1185726327620118,1.0,0.1185726327620118
122,0.1,150,85,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
123,0.1,150,85,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
124,0.1,150,85,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
125,0.1,150,85,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
126,0.1,150,85,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
127,0.1,150,85,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
128,0.1,150,85,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
129,0.1,150,85,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
130,0.1,150,85,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
131,0.1,150,85,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
132,0.1,150,110,0.0,0.1185726327620118,1.0,0.1185726327620118
133,0.1,150,110,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
134,0.1,150,110,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
135,0.1,150,110,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
136,0.1,150,110,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
137,0.1,150,110,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
138,0.1,150,110,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
139,0.1,150,110,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
140,0.1,150,110,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
141,0.1,150,110,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
142,0.1,150,110,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
143,0.1,150,135,0.0,0.1185726327620118,1.0,0.1185726327620118
144,0.1,150,135,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
145,0.1,150,135,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
146,0.1,150,135,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
147,0.1,150,135,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
148,0.1,150,135,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
149,0.1,150,135,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
150,0.1,150,135,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
151,0.1,150,135,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
152,0.1,150,135,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
153,0.1,150,135,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
154,0.1,150,160,0.0,0.1185726327620118,1.0,0.1185726327620118
155,0.1,150,160,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
156,0.1,150,160,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
157,0.1,150,160,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
158,0.1,150,160,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
159,0.1,150,160,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
160,0.1,150,160,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
161,0.1,150,160,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
162,0.1,150,160,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
163,0.1,150,160,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
164,0.1,150,160,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
165,0.1,150,185,0.0,0.1185726327620118,1.0,0.1185726327620118
166,0.1,150,185,0.05,0.5493116043832538,0.7914691943127962,0.18054054054054053
167,0.1,150,185,0.1,0.718741219443664,0.7251184834123223,0.25692695214105793
168,0.1,150,185,0.15000000000000002,0.8016296712559707,0.6658767772511849,0.3321513002364066
169,0.1,150,185,0.2,0.836470918797415,0.6327014218009479,0.38472622478386165
170,0.1,150,185,0.25,0.851924697948862,0.590047393364929,0.4129353233830846
171,0.1,150,185,0.30000000000000004,0.8589491430177016,0.5616113744075829,0.427797833935018
172,0.1,150,185,0.35000000000000003,0.8651306546782804,0.518957345971564,0.4415322580645161
173,0.1,150,185,0.4,0.868783366114077,0.490521327014218,0.45098039215686275
174,0.1,150,185,0.45,0.8825512784490025,0.46445497630331756,0.5051546391752577
175,0.1,150,185,0.5,0.8836751896600169,0.4549763033175355,0.5106382978723404
176,0.1,250,10,0.0,0.1185726327620118,1.0,0.1185726327620118
177,0.1,250,10,0.05,0.45855577409384657,0.8767772511848341,0.16481069042316257
178,0.1,250,10,0.1,0.7653835347007586,0.7227488151658767,0.2981427174975562
179,0.1,250,10,0.15000000000000002,0.8463051418937904,0.6492890995260664,0.40713224368499257
180,0.1,250,10,0.2,0.858668165214948,0.6421800947867299,0.434991974317817
181,0.1,250,10,0.25,0.8645686990727732,0.6018957345971564,0.4471830985915493
182,0.1,250,10,0.30000000000000004,0.8699072773250913,0.590047393364929,0.4619666048237477
183,0.1,250,10,0.35000000000000003,0.8727170553526271,0.5829383886255924,0.47036328871892924
184,0.1,250,10,0.4,0.8732790109581343,0.5497630331753555,0.47058823529411764
185,0.1,250,10,0.45,0.8853610564765384,0.46445497630331756,0.5185185185185185
186,0.1,250,10,0.5,0.8867659454903063,0.43838862559241704,0.5270655270655271
187,0.1,250,35,0.0,0.1185726327620118,1.0,0.1185726327620118
188,0.1,250,35,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
189,0.1,250,35,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
190,0.1,250,35,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
191,0.1,250,35,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
192,0.1,250,35,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
193,0.1,250,35,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
194,0.1,250,35,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
195,0.1,250,35,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
196,0.1,250,35,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
197,0.1,250,35,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
198,0.1,250,60,0.0,0.1185726327620118,1.0,0.1185726327620118
199,0.1,250,60,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
200,0.1,250,60,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
201,0.1,250,60,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
202,0.1,250,60,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
203,0.1,250,60,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
204,0.1,250,60,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
205,0.1,250,60,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
206,0.1,250,60,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
207,0.1,250,60,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
208,0.1,250,60,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
209,0.1,250,85,0.0,0.1185726327620118,1.0,0.1185726327620118
210,0.1,250,85,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
211,0.1,250,85,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
212,0.1,250,85,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
213,0.1,250,85,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
214,0.1,250,85,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
215,0.1,250,85,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
216,0.1,250,85,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
217,0.1,250,85,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
218,0.1,250,85,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
219,0.1,250,85,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
220,0.1,250,110,0.0,0.1185726327620118,1.0,0.1185726327620118
221,0.1,250,110,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
222,0.1,250,110,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
223,0.1,250,110,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
224,0.1,250,110,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
225,0.1,250,110,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
226,0.1,250,110,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
227,0.1,250,110,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
228,0.1,250,110,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
229,0.1,250,110,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
230,0.1,250,110,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
231,0.1,250,135,0.0,0.1185726327620118,1.0,0.1185726327620118
232,0.1,250,135,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
233,0.1,250,135,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
234,0.1,250,135,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
235,0.1,250,135,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
236,0.1,250,135,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
237,0.1,250,135,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
238,0.1,250,135,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
239,0.1,250,135,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
240,0.1,250,135,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
241,0.1,250,135,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
242,0.1,250,160,0.0,0.1185726327620118,1.0,0.1185726327620118
243,0.1,250,160,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
244,0.1,250,160,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
245,0.1,250,160,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
246,0.1,250,160,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
247,0.1,250,160,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
248,0.1,250,160,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
249,0.1,250,160,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
250,0.1,250,160,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
251,0.1,250,160,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
252,0.1,250,160,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
253,0.1,250,185,0.0,0.1185726327620118,1.0,0.1185726327620118
254,0.1,250,185,0.05,0.5209328463051419,0.8317535545023697,0.17682619647355163
255,0.1,250,185,0.1,0.7330710873840967,0.7417061611374408,0.27123050259965337
256,0.1,250,185,0.15000000000000002,0.8151166057881427,0.6611374407582938,0.3513853904282116
257,0.1,250,185,0.2,0.8491149199213263,0.6469194312796208,0.4130105900151286
258,0.1,250,185,0.25,0.8603540320314695,0.5995260663507109,0.4354561101549053
259,0.1,250,185,0.30000000000000004,0.8637257656645125,0.5734597156398105,0.4424131627056673
260,0.1,250,185,0.35000000000000003,0.8651306546782804,0.566350710900474,0.4458955223880597
261,0.1,250,185,0.4,0.8679404327058162,0.533175355450237,0.45180722891566266
262,0.1,250,185,0.45,0.8833942118572633,0.4786729857819905,0.5088161209068011
263,0.1,250,185,0.5,0.8853610564765384,0.45260663507109006,0.5190217391304348
264,0.1,350,10,0.0,0.1185726327620118,1.0,0.1185726327620118
265,0.1,350,10,0.05,0.46361337454341106,0.8744075829383886,0.16584269662921347
266,0.1,350,10,0.1,0.7651025568980051,0.7227488151658767,0.2978515625
267,0.1,350,10,0.15000000000000002,0.8409665636414724,0.6563981042654028,0.3968481375358166
268,0.1,350,10,0.2,0.8541725203708908,0.6516587677725119,0.4250386398763524
269,0.1,350,10,0.25,0.8628828322562517,0.6184834123222749,0.44387755102040816
270,0.1,350,10,0.30000000000000004,0.870750210733352,0.5995260663507109,0.4650735294117647
271,0.1,350,10,0.35000000000000003,0.8738409665636415,0.590047393364929,0.4742857142857143
272,0.1,350,10,0.4,0.8752458555774094,0.5379146919431279,0.47689075630252103
273,0.1,350,10,0.45,0.8864849676875527,0.45734597156398105,0.5244565217391305
274,0.1,350,10,0.5,0.8901376791233493,0.4194312796208531,0.5479876160990712
275,0.1,350,35,0.0,0.1185726327620118,1.0,0.1185726327620118
276,0.1,350,35,0.05,0.5035122225344197,0.8459715639810427,0.17338513841670714
277,0.1,350,35,0.1,0.7370047766226469,0.7322274881516587,0.27296819787985865
278,0.1,350,35,0.15000000000000002,0.8125878055633605,0.6800947867298578,0.3504273504273504
279,0.1,350,35,0.2,0.8479910087103119,0.6587677725118484,0.41185185185185186
280,0.1,350,35,0.25,0.8626018544534981,0.6137440758293838,0.4427350427350427
281,0.1,350,35,0.30000000000000004,0.8656926102837876,0.5876777251184834,0.4492753623188406
282,0.1,350,35,0.35000000000000003,0.8676594549030626,0.5734597156398105,0.4540337711069418
283,0.1,350,35,0.4,0.8696262995223377,0.5213270142180095,0.45643153526970953
284,0.1,350,35,0.45,0.8805844338297274,0.495260663507109,0.49643705463182897
285,0.1,350,35,0.5,0.8892947457150885,0.42890995260663506,0.5419161676646707
286,0.1,350,60,0.0,0.1185726327620118,1.0,0.1185726327620118
287,0.1,350,60,0.05,0.5035122225344197,0.8459715639810427,0.17338513841670714
288,0.1,350,60,0.1,0.7370047766226469,0.7322274881516587,0.27296819787985865
289,0.1,350,60,0.15000000000000002,0.8125878055633605,0.6800947867298578,0.3504273504273504
290,0.1,350,60,0.2,0.8479910087103119,0.6587677725118484,0.41185185185185186
291,0.1,350,60,0.25,0.8626018544534981,0.6137440758293838,0.4427350427350427
292,0.1,350,60,0.30000000000000004,0.8656926102837876,0.5876777251184834,0.4492753623188406
293,0.1,350,60,0.35000000000000003,0.8676594549030626,0.5734597156398105,0.4540337711069418
294,0.1,350,60,0.4,0.8696262995223377,0.5213270142180095,0.45643153526970953
295,0.1,350,60,0.45,0.8805844338297274,0.495260663507109,0.49643705463182897
296,0.1,350,60,0.5,0.8892947457150885,0.42890995260663506,0.5419161676646707
297,0.1,350,85,0.0,0.1185726327620118,1.0,0.1185726327620118
298,0.1,350,85,0.05,0.5035122225344197,0.8459715639810427,0.17338513841670714
299,0.1,350,85,0.1,0.7370047766226469,0.7322274881516587,0.27296819787985865
300,0.1,350,85,0.15000000000000002,0.8125878055633605,0.6800947867298578,0.3504273504273504
301,0.1,350,85,0.2,0.8479910087103119,0.6587677725118484,0.41185185185185186
302,0.1,350,85,0.25,0.8626018544534981,0.6137440758293838,0.4427350427350427
303,0.1,350,85,0.30000000000000004,0.8656926102837876,0.5876777251184834,0.4492753623188406
304,0.1,350,85,0.35000000000000003,0.8676594549030626,0.5734597156398105,0.4540337711069418
305,0.1,350,85,0.4,0.8696262995223377,0.5213270142180095,0.45643153526970953
306,0.1,350,85,0.45,0.8805844338297274,0.495260663507109,0.49643705463182897
307,0.1,350,85,0.5,0.8892947457150885,0.42890995260663506,0.5419161676646707
308,0.1,350,110,0.0,0.1185726327620118,1.0,0.1185726327620118
309,0.1,350,110,0.05,0.5035122225344197,0.8459715639810427,0.17338513841670714
310,0.1,350,110,0.1,0.7370047766226469,0.7322274881516587,0.27296819787985865
311,0.1,350,110,0.15000000000000002,0.8125878055633605,0.6800947867298578,0.3504273504273504
312,0.1,350,110,0.2,0.8479910087103119,0.6587677725118484,0.41185185185185186
313,0.1,350,110,0.25,0.8626018544534981,0.6137440758293838,0.4427350427350427
314,0.1,350,110,0.30000000000000004,0.8656926102837876,0.5876777251184834,0.4492753623188406
315,0.1,350,110,0.35000000000000003,0.8676594549030626,0.5734597156398105,0.4540337711069418
316,0.1,350,110,0.4,0.8696262995223377,0.5213270142180095,0.45643153526970953
317,0.1,350,110,0.45,0.8805844338297274,0.495260663507109,0.49643705463182897
318,0.1,350,110,0.5,0.8892947457150885,0.42890995260663506,0.5419161676646707
319,0.1,350,135,0.0,0.1185726327620118,1.0,0.1185726327620118
320,0.1,350,135,0.05,0.5035122225344197,0.8459715639810427,0.17338513841670714
321,0.1,350,135,0.1,0.7370047766226469,0.7322274881516587,0.27296819787985865
322,0.1,350,135,0.15000000000000002,0.8125878055633605,0.6800947867298578,0.3504273504273504
323,0.1,350,135,0.2,0.8479910087103119,0.6587677725118484,0.41185185185185186
324,0.1,350,135,0.25,0.8626018544534981,0.6137440758293838,0.4427350427350427
325,0.1,350,135,0.30000000000000004,0.8656926102837876,0.5876777251184834,0.4492753623188406
326,0.1,350,135,0.35000000000000003,0.8676594549030626,0.5734597156398105,0.4540337711069418
327,0.1,350,135,0.4,0.8696262995223377,0.5213270142180095,0.45643153526970953
328,0.1,350,135,0.45,0.8805844338297274,0.495260663507109,0.49643705463182897
329,0.1,350,135,0.5,0.8892947457150885,0.42890995260663506,0.5419161676646707
330,0.1,350,160,0.0,0.1185726327620118,1.0,0.1185726327620118
331,0.1,350,160,0.05,0.5035122225344197,0.8459715639810427,0.17338513841670714
332,0.1,350,160,0.1,0.7370047766226469,0.7322274881516587,0.27296819787985865
333,0.1,350,160,0.15000000000000002,0.8125878055633605,0.6800947867298578,0.3504273504273504
